Symbol	RAPdb	MSU	Name
MADS70	Os05g0303400	LOC_Os05g23780	MADS
MADS71	Os06g0333700	LOC_Os06g22760	MADS
MADS73	Os12g0407000	LOC_Os12g21850	MADS
MADS75	Os06g0504100	LOC_Os06g30810	MADS
MADS77	Os09g0116000	LOC_Os09g02780	MADS
MADS78	Os09g0116800	LOC_Os09g02830	MADS
MADS79	Os01g0975800	LOC_Os01g74440	MADS
MADS80	Os02g0164450	LOC_Os02g06860	MADS
MADS82	Os04g0313200	LOC_Os04g24800	MADS
MADS83	Os04g0313400	LOC_Os04g24810	MADS
MADS84	Os04g0324900	LOC_Os04g25870	MADS
MADS89	Os01g0288100	LOC_Os01g18440	MADS
MADS90	Os07g0133900	LOC_Os07g04170	MADS
MADS91	Os01g0213300	LOC_Os01g11510	MADS
MADS92	Os01g0340000	LOC_Os01g23750	MADS
MADS93	Os01g0340100	LOC_Os01g23760	MADS
MADS94	Os01g0340200	LOC_Os01g23770	MADS
MADS95	Os01g0340400	LOC_Os01g23780	MADS
MADS96	Os01g0906300	LOC_Os01g67890	MADS
MADS97	Os01g0912400	LOC_Os01g68420	MADS
MADS98	Os01g0913900	LOC_Os01g68560	MADS
MADS99	Os04g0325600	LOC_Os04g25930	MADS
MCM10	Os09g0539400	LOC_Os09g36820	MCM
MCM2	Os11g0484300	LOC_Os11g29380	MCM
MCM3	Os05g0476200	LOC_Os05g39850	MCM
MCM4	Os01g0544450	LOC_Os01g36390	MCM
MCM5	Os02g0797400	LOC_Os02g55410	MCM
MCM6	Os05g0235800	LOC_Os05g14590	MCM
MCM7	Os12g0560700	LOC_Os12g37400	MCM
MCM8	Os05g0464100	LOC_Os05g38850	MCM
MDR1	Os04g0481700	LOC_Os04g40570	MDR
MDR10	Os01g0976100	LOC_Os01g74470	MDR
MDR11	Os02g0693700	LOC_Os02g46680	MDR
MDR12	Os04g0642000	LOC_Os04g54930	MDR
MDR13	Os04g0459000	LOC_Os04g38570	MDR
MDR14	Os08g0564300	LOC_Os08g45030	MDR
MDR15	Os08g0153000	LOC_Os08g05690	MDR
MDR16	Os08g0153200	LOC_Os08g05710	MDR
MDR17	Os01g0723800	LOC_Os01g52550	MDR
MDR3	Os05g0137200	LOC_Os05g04610	MDR
MDR4	Os01g0290700	LOC_Os01g18670	MDR
MDR5	Os01g0534700	LOC_Os01g35030	MDR
MDR6	Os01g0533900	LOC_Os01g34970	MDR
MDR7	Os01g0695800	LOC_Os01g50100	MDR
MDR8	Os01g0696600	LOC_Os01g50160	MDR
MDR9	Os01g0695700	LOC_Os01g50070|LOC_Os01g50080	MDR
MKK1	Os06g0147800	LOC_Os06g05520	MKK
MKK10-1	Os02g0694900	LOC_Os02g46760	MKK
MKK10-2	Os03g0225100	LOC_Os03g12390	MKK
MKK10-3	Os03g0713500	LOC_Os03g50550	MKK
MKK3	Os06g0473200	LOC_Os06g27890	MKK
MKK5	Os06g0191300	LOC_Os06g09180	MKK
MRP1	Os04g0620000	LOC_Os04g52900	MRP
MRP10	Os04g0209300	LOC_Os04g13220	MRP
MRP11	Os06g0561800	LOC_Os06g36650	MRP
MRP12	Os06g0184700	LOC_Os06g08560	MRP
MRP13	Os03g0142800	LOC_Os03g04920	MRP
MRP14	Os05g0196100	LOC_Os05g10730	MRP
MRP15	Os06g0158900	LOC_Os06g06440	MRP
MRP16	Os11g0155600	LOC_Os11g05700	MRP
MRP17	Os12g0562700	LOC_Os12g37580	MRP
MRP2	Os01g0902100	LOC_Os01g67580	MRP
MRP3	Os01g0173900	LOC_Os01g07870	MRP
MRP5	Os02g0288400	LOC_Os02g18670	MRP
MRP7	Os04g0588700	LOC_Os04g49900	MRP
MRP9	Os04g0209200	LOC_Os04g13210	MRP
MTI1B|OsMT1b	Os03g0288000	LOC_Os03g17870	MTI
MTI2B	Os01g0974200	LOC_Os01g74300	MTI
MTI3A	Os01g0200700	LOC_Os01g10400	MTI
MTI4A|OsMT1a	Os12g0570700	LOC_Os12g38270	MTI
MTI4C	Os12g0571100	LOC_Os12g38300	MTI
NHL1	Os02g0705100	LOC_Os02g47620	NHL
NHL2	Os07g0575800	LOC_Os07g38830	NHL
NHL3	Os05g0419000	LOC_Os05g34630	NHL
NIP1;1	Os02g0232900	LOC_Os02g13870	NIP
NIP1;2	Os01g0202800	LOC_Os01g10600	NIP
NIP1;3	Os05g0205000	LOC_Os05g11560	NIP
NIP3;1	Os10g0513200	LOC_Os10g36924	NIP
NIP3;2	Os08g0152000	LOC_Os08g05590	NIP
NIP3;3	Os08g0152100	LOC_Os08g05600	NIP
NIP4;1	Os01g0112400	LOC_Os01g02190	NIP
NPF1.1	Os01g0761400	LOC_Os01g55600	nitrate_transporter_1_peptide_transporter_family
NPF1.2	Os11g0426100	LOC_Os11g23890	nitrate_transporter_1_peptide_transporter_family
NPF1.3	Os01g0761500	LOC_Os01g55610	nitrate_transporter_1_peptide_transporter_family
NPF2.1	Os05g0338900|Os05g0338933	LOC_Os05g27304	nitrate_transporter_1_peptide_transporter_family
NPF2.2	Os12g0638200	LOC_Os12g44100	nitrate_transporter_1_peptide_transporter_family
NPF2.3	Os12g0638300	LOC_Os12g44110	nitrate_transporter_1_peptide_transporter_family
NPF2.4	Os03g0687000	LOC_Os03g48180	nitrate_transporter_1_peptide_transporter_family
NPF2.5	Os01g0913300	LOC_Os01g68510	nitrate_transporter_1_peptide_transporter_family
NPF2.6	Os04g0660900	LOC_Os04g56560	nitrate_transporter_1_peptide_transporter_family
NPF3.1	Os06g0264500	LOC_Os06g15370	nitrate_transporter_1_peptide_transporter_family
NPF3.2	Os05g0410500	LOC_Os05g33960	nitrate_transporter_1_peptide_transporter_family
NPF3.3	Os05g0410800	LOC_Os05g34000	nitrate_transporter_1_peptide_transporter_family
NPF3.4	Os05g0411100	LOC_Os05g34030	nitrate_transporter_1_peptide_transporter_family
NPF3.5	Os05g0410750|Os05g0410900	LOC_Os05g34010	nitrate_transporter_1_peptide_transporter_family
NPF4.1	Os11g0235200	LOC_Os11g12740	nitrate_transporter_1_peptide_transporter_family
NPF4.10	Os04g0491500	LOC_Os04g41450	nitrate_transporter_1_peptide_transporter_family
NPF4.11	Os06g0581000	LOC_Os06g38294	nitrate_transporter_1_peptide_transporter_family
NPF4.12	Os01g0748950	LOC_Os01g54515	nitrate_transporter_1_peptide_transporter_family
NPF4.2	Os04g0441800	LOC_Os04g36040	nitrate_transporter_1_peptide_transporter_family
NPF4.3	Os04g0491350	LOC_Os04g41410	nitrate_transporter_1_peptide_transporter_family
NPF4.4	Os12g0231000	LOC_Os12g12934	nitrate_transporter_1_peptide_transporter_family
NPF4.5	Os11g0284032|Os11g0284300	LOC_Os11g18110	nitrate_transporter_1_peptide_transporter_family
NPF4.7	Os11g0283500	LOC_Os11g18044	nitrate_transporter_1_peptide_transporter_family
NPF4.8	Os11g0282800	LOC_Os11g17970	nitrate_transporter_1_peptide_transporter_family
NPF4.9	Os04g0491200	LOC_Os04g41400	nitrate_transporter_1_peptide_transporter_family
NPF5.10	Os06g0239300	LOC_Os06g13200	nitrate_transporter_1_peptide_transporter_family
NPF5.11	Os06g0239500	LOC_Os06g13210	nitrate_transporter_1_peptide_transporter_family
NPF5.12	Os05g0430900	LOC_Os05g35594	nitrate_transporter_1_peptide_transporter_family
NPF5.13	Os01g0871500	LOC_Os01g65100	nitrate_transporter_1_peptide_transporter_family
NPF5.14	Os01g0871600	LOC_Os01g65110	nitrate_transporter_1_peptide_transporter_family
NPF5.15	Os05g0431700	LOC_Os05g35650	nitrate_transporter_1_peptide_transporter_family
NPF5.16	Os01g0872500	LOC_Os01g65200	nitrate_transporter_1_peptide_transporter_family
NPF5.17	Os01g0872600	LOC_Os01g65210	nitrate_transporter_1_peptide_transporter_family
NPF5.18	Os01g0871700|Os01g0871766	LOC_Os01g65120	nitrate_transporter_1_peptide_transporter_family
NPF5.19	Os01g0872300|Os01g0872400	LOC_Os01g65190	nitrate_transporter_1_peptide_transporter_family
NPF5.2	Os05g0335800	LOC_Os05g27010	nitrate_transporter_1_peptide_transporter_family
NPF5.20	Os01g0872100	LOC_Os01g65169	nitrate_transporter_1_peptide_transporter_family
NPF5.21	Os01g0872000	LOC_Os01g65150	nitrate_transporter_1_peptide_transporter_family
NPF5.23	Os01g0871900	LOC_Os01g65140	nitrate_transporter_1_peptide_transporter_family
NPF5.24	Os10g0148400	LOC_Os10g05780	nitrate_transporter_1_peptide_transporter_family
NPF5.27	Os04g0691366|Os04g0691400	LOC_Os04g59480	nitrate_transporter_1_peptide_transporter_family
NPF5.28	Os08g0527700	LOC_Os08g41590	nitrate_transporter_1_peptide_transporter_family
NPF5.3	Os03g0138700	LOC_Os03g04570	nitrate_transporter_1_peptide_transporter_family
NPF5.4	Os10g0469900	LOC_Os10g33170	nitrate_transporter_1_peptide_transporter_family
NPF5.5	Os10g0470700	LOC_Os10g33210	nitrate_transporter_1_peptide_transporter_family
NPF5.9	Os03g0823500	LOC_Os03g60850	nitrate_transporter_1_peptide_transporter_family
NPF6.1	Os01g0103100	LOC_Os01g01360	nitrate_transporter_1_peptide_transporter_family
NPF6.2	Os01g0556700	LOC_Os01g37590	nitrate_transporter_1_peptide_transporter_family
NPF6.3	Os08g0155400	LOC_Os08g05910	nitrate_transporter_1_peptide_transporter_family
NPF6.4	Os03g0103000	LOC_Os03g01290	nitrate_transporter_1_peptide_transporter_family
NPF6.5	Os10g0554200	LOC_Os10g40600	nitrate_transporter_1_peptide_transporter_family
NPF6.6	Os04g0464400	LOC_Os04g39030	nitrate_transporter_1_peptide_transporter_family
NPF7.1	Os07g0603800	LOC_Os07g41250	nitrate_transporter_1_peptide_transporter_family
NPF7.10	Os06g0324300	LOC_Os06g21900	nitrate_transporter_1_peptide_transporter_family
NPF7.11	Os02g0716800	LOC_Os02g48570	nitrate_transporter_1_peptide_transporter_family
NPF7.2	Os02g0699000	LOC_Os02g47090	nitrate_transporter_1_peptide_transporter_family
NPF7.3	Os04g0597800	LOC_Os04g50950	nitrate_transporter_1_peptide_transporter_family
NPF7.4	Os04g0597600	LOC_Os04g50940	nitrate_transporter_1_peptide_transporter_family
NPF7.5	Os12g0240800|Os12g0240850|Os12g0240875	LOC_Os12g13790	nitrate_transporter_1_peptide_transporter_family
NPF7.6	Os04g0597400|Os04g0597501	LOC_Os04g50930	nitrate_transporter_1_peptide_transporter_family
NPF7.7	Os10g0579600	LOC_Os10g42870	nitrate_transporter_1_peptide_transporter_family
NPF7.8	Os10g0579800	LOC_Os10g42900	nitrate_transporter_1_peptide_transporter_family
NPF7.9	Os02g0689900	LOC_Os02g46460	nitrate_transporter_1_peptide_transporter_family
NPF8.1	Os01g0142600|Os01g0142800	LOC_Os01g04950	nitrate_transporter_1_peptide_transporter_family
NPF8.10	Os10g0109700	LOC_Os10g02080	nitrate_transporter_1_peptide_transporter_family
NPF8.12	Os10g0110600	LOC_Os10g02210	nitrate_transporter_1_peptide_transporter_family
NPF8.13	Os10g0110800	LOC_Os10g02220	nitrate_transporter_1_peptide_transporter_family
NPF8.14	Os10g0370700	LOC_Os10g22560	nitrate_transporter_1_peptide_transporter_family
NPF8.15	Os10g0111300	LOC_Os10g02240	nitrate_transporter_1_peptide_transporter_family
NPF8.16	Os10g0111700	LOC_Os10g02260	nitrate_transporter_1_peptide_transporter_family
NPF8.17	Os10g0112500	LOC_Os10g02340	nitrate_transporter_1_peptide_transporter_family
NPF8.19	Os06g0706100	LOC_Os06g49240	nitrate_transporter_1_peptide_transporter_family
NPF8.2	Os07g0100600	LOC_Os07g01070	nitrate_transporter_1_peptide_transporter_family
NPF8.20	Os06g0706400|Os06g0706500	LOC_Os06g49250	nitrate_transporter_1_peptide_transporter_family
NPF8.21	Os06g0705700	LOC_Os06g49220	nitrate_transporter_1_peptide_transporter_family
NPF8.3	Os01g0902800	LOC_Os01g67640	nitrate_transporter_1_peptide_transporter_family
NPF8.4	Os01g0902700	LOC_Os01g67630	nitrate_transporter_1_peptide_transporter_family
NPF8.5	Os03g0719900	LOC_Os03g51050	nitrate_transporter_1_peptide_transporter_family
NPF8.6	Os03g0235300	LOC_Os03g13240	nitrate_transporter_1_peptide_transporter_family
NPF8.7	Os03g0235700	LOC_Os03g13250	nitrate_transporter_1_peptide_transporter_family
NPF8.8	Os10g0109900	LOC_Os10g02100	nitrate_transporter_1_peptide_transporter_family
NPF8.9	Os03g0235900	LOC_Os03g13274	nitrate_transporter_1_peptide_transporter_family
NPP1	Os08g0531000	LOC_Os08g41880	Nucleotide_pyrophosphatase
NPP2	Os12g0576750	LOC_Os12g38770	Nucleotide_pyrophosphatase
NPP3	Os03g0214000	LOC_Os03g11530	Nucleotide_pyrophosphatase
NPP4	Os12g0576700	LOC_Os12g38760	Nucleotide_pyrophosphatase
NPP5	Os12g0576600	LOC_Os12g38750	Nucleotide_pyrophosphatase
NPP6	Os09g0506000	LOC_Os09g32840	Nucleotide_pyrophosphatase
NRAMP2	Os03g0208500	LOC_Os03g11010	NRAMP
NRAMP6	Os01g0503400	LOC_Os01g31870	NRAMP
NRAMP7	Os12g0581600	LOC_Os12g39180	NRAMP
NTT2	Os02g0208100	LOC_Os02g11740	NTT2
NUP133	Os03g0225500	LOC_Os03g12450	NUP
NUP85	Os01g0746200	LOC_Os01g54240	NUP
ONAC001	Os09g0509100	LOC_Os09g33490	NAC
ONAC003|ONAC016	Os01g0191300	LOC_Os01g09550	NAC
ONAC006	Os03g0624600	LOC_Os03g42630	NAC
ONAC007	None	None	NAC
ONAC008	Os04g0515900	LOC_Os04g43560	NAC
ONAC009	None	None	NAC
ONAC010	Os07g0566500	LOC_Os07g37920	NAC
ONAC011	Os06g0675600	LOC_Os06g46270	NAC
ONAC012	Os05g0442700	LOC_Os05g37080	NAC
ONAC013|ONAC064	Os02g0252200	LOC_Os02g15340	NAC
ONAC014	Os01g0675800	LOC_Os01g48446	NAC
ONAC017	None	None	NAC
ONAC019	Os06g0101800	LOC_Os06g01230	NAC
ONAC021	Os09g0295000	LOC_Os09g12380	NAC
ONAC022	None	None	NAC
ONAC023	Os02g0214500	LOC_Os02g12310	NAC
ONAC024	None	None	NAC
ONAC025	Os11g0512000	LOC_Os11g31330	NAC
ONAC026	None	None	NAC
ONAC027	None	None	NAC
ONAC028	None	None	NAC
ONAC029	None	None	NAC
ONAC030	Os11g0154500	LOC_Os11g05614	NAC
ONAC032|ONAC056	Os02g0810900	LOC_Os02g56600	NAC
ONAC035|ONAC052|ONAC005	Os08g0535800	LOC_Os08g42400	NAC
ONAC036	None	None	NAC
ONAC037	None	None	NAC
ONAC039	Os03g0327100	LOC_Os03g21030	NAC
ONAC041|ONAC050	Os01g0925400	LOC_Os01g70110	NAC
ONAC046	None	None	NAC
ONAC047	None	None	NAC
ONAC049	None	None	NAC
ONAC051|ONAC042	Os09g0493700	LOC_Os09g32040	NAC
ONAC053	None	None	NAC
ONAC054|ONAC040	Os08g0562200	LOC_Os08g44820	NAC
ONAC055	Os03g0109000	LOC_Os03g01870	NAC
ONAC057	None	None	NAC
ONAC060	None	None	NAC
ONAC061	Os10g0359500	LOC_Os10g21560	NAC
ONAC062	Os05g0563000	LOC_Os05g48850	NAC
ONAC065	Os07g0456900	LOC_Os07g27330	NAC
ONAC066	None	None	NAC
ONAC068	None	None	NAC
ONAC069|ONAC015	Os07g0684800	LOC_Os07g48550	NAC
ONAC070	Os02g0822400	LOC_Os02g57650	NAC
ONAC071	None	None	NAC
ONAC072	Os09g0497900	LOC_Os09g32260	NAC
ONAC073	Os01g0672100	LOC_Os01g48130	NAC
ONAC075	None	None	NAC
OPR10	Os01g0369900	LOC_Os01g27230	OPR
OPR2	Os06g0216200	LOC_Os06g11280	OPR
OPR3	Os06g0216000	LOC_Os06g11260	OPR
OPR4	Os06g0215900	LOC_Os06g11240	OPR
OPR5	Os06g0215600	LOC_Os06g11210	OPR
OPR6	Os06g0215500	LOC_Os06g11200	OPR
OPR9	Os01g0370000	LOC_Os01g27240	OPR
Orasa;CycH1;1	None	None	cell_cycle_genes
Orysa;CDKA;1	None	None	cell_cycle_genes
Orysa;CDKA;2	None	None	cell_cycle_genes
Orysa;CDKB;2	None	None	cell_cycle_genes
Orysa;CDKC;1	Os05g0389700	LOC_Os05g32360	cell_cycle_genes
Orysa;CDKC;2	None	None	cell_cycle_genes
Orysa;CDKC;3	None	None	cell_cycle_genes
Orysa;CDKE;1	None	None	cell_cycle_genes
Orysa;CDKF;1	Os06g0334400	LOC_Os06g22820	cell_cycle_genes
Orysa;CDKF;2	None	None	cell_cycle_genes
Orysa;CDKF;3	None	None	cell_cycle_genes
Orysa;CDKF;4	Os02g0700600	LOC_Os02g47220	cell_cycle_genes
Orysa;CDKG;2	Os04g0488000	LOC_Os04g41100	cell_cycle_genes
Orysa;CKL1	None	None	cell_cycle_genes
Orysa;CKL10	None	None	cell_cycle_genes
Orysa;CKL2	None	None	cell_cycle_genes
Orysa;CKL3	None	None	cell_cycle_genes
Orysa;CKL4	None	None	cell_cycle_genes
Orysa;CKL5	Os01g0367700	LOC_Os01g27020	cell_cycle_genes
Orysa;CKL6	None	None	cell_cycle_genes
Orysa;CKL7	Os11g0242500	LOC_Os11g13860	cell_cycle_genes
Orysa;CKL8	None	None	cell_cycle_genes
Orysa;CKL9	Os02g0559300	LOC_Os02g35300	cell_cycle_genes
Orysa;CKS1	Os03g0146300	LOC_Os03g05300	cell_cycle_genes
Orysa;CycA1;1	None	None	cell_cycle_genes
Orysa;CycA1;2	None	None	cell_cycle_genes
Orysa;CycA2;1	None	None	cell_cycle_genes
Orysa;CycA3;1	None	None	cell_cycle_genes
Orysa;CycA3;2	None	None	cell_cycle_genes
Orysa;CycA3;3	None	None	cell_cycle_genes
Orysa;CycA3;4	None	None	cell_cycle_genes
Orysa;CycB1;1	None	None	cell_cycle_genes
Orysa;CycB1;2	None	None	cell_cycle_genes
Orysa;CycB1;3	None	None	cell_cycle_genes
Orysa;CycB1;4	None	None	cell_cycle_genes
Orysa;CycB2;1	None	None	cell_cycle_genes
Orysa;CycB2;2	Os06g0726800	LOC_Os06g51110	cell_cycle_genes
Orysa;CycD1;1	None	None	cell_cycle_genes
Orysa;CycD1;2	None	None	cell_cycle_genes
Orysa;CycD2;1	Os07g0620800	LOC_Os07g42860	cell_cycle_genes
Orysa;CycD2;2	Os06g0217900	LOC_Os06g11410	cell_cycle_genes
Orysa;CycD2;3	None	None	cell_cycle_genes
Orysa;CycD3;1	Os09g0111100	LOC_Os09g02360	cell_cycle_genes
Orysa;CycD4;1	Os09g0466100	LOC_Os09g29100	cell_cycle_genes
Orysa;CycD4;2	None	None	cell_cycle_genes
Orysa;CycD5;1	None	None	cell_cycle_genes
Orysa;CycD5;2	None	None	cell_cycle_genes
Orysa;CycD5;3	Os03g0203800	LOC_Os03g10650	cell_cycle_genes
Orysa;CycD5;4	None	None	cell_cycle_genes
Orysa;CycD6;1	Os07g0556000	LOC_Os07g37010	cell_cycle_genes
Orysa;CycD7;1	None	None	cell_cycle_genes
Orysa;CycL1;1	None	None	cell_cycle_genes
Orysa;CycT1;1	Os02g0438200	LOC_Os02g24190	cell_cycle_genes
Orysa;CycT1;2	None	None	cell_cycle_genes
Orysa;CycT1;3	None	None	cell_cycle_genes
Orysa;CycT1;5	None	None	cell_cycle_genes
Orysa;CycT1;6	Os12g0485400	LOC_Os12g30020	cell_cycle_genes
Orysa;CycU1;1	None	None	cell_cycle_genes
Orysa;CycU2;1	None	None	cell_cycle_genes
Orysa;CycU3;1	Os05g0398000	LOC_Os05g33040	cell_cycle_genes
Orysa;CycU4;1	None	None	cell_cycle_genes
Orysa;CycU4;2	None	None	cell_cycle_genes
Orysa;CycU4;3	Os10g0563900	LOC_Os10g41430	cell_cycle_genes
Orysa;CycU4;4	Os02g0652000	LOC_Os02g43550	cell_cycle_genes
Orysa;CycU4;5	None	None	cell_cycle_genes
Orysa;DEL1	None	None	cell_cycle_genes
Orysa;DEL2	None	None	cell_cycle_genes
Orysa;DP1	None	None	cell_cycle_genes
Orysa;DP2	None	None	cell_cycle_genes
Orysa;DP3	None	None	cell_cycle_genes
Orysa;E2F2	None	None	cell_cycle_genes
Orysa;E2F3	Os04g0416100	LOC_Os04g33950	cell_cycle_genes
Orysa;E2F4	None	None	cell_cycle_genes
Orysa;KRP2	None	None	cell_cycle_genes
Orysa;KRP3	None	None	cell_cycle_genes
Orysa;KRP6	None	None	cell_cycle_genes
Orysa;KRP7	None	None	cell_cycle_genes
Orysa;Rb1	None	None	cell_cycle_genes
Orysa;Rb2	None	None	cell_cycle_genes
Orysa;SDS	None	None	cell_cycle_genes
Orysa;Wee1	None	None	cell_cycle_genes
Os-AT1	Os05g0597200	LOC_Os05g51850	OSAT
OS-ETR3	None	None	ETR
OS-ETR4	None	None	ETR
OsAAO1	Os06g0567200	LOC_Os06g37080	Ascorbate_Oxidase_Genes
OsAAO2	Os06g0567900	LOC_Os06g37150	Ascorbate_Oxidase_Genes
OsAAO3	Os07g0119400	LOC_Os07g02810	Ascorbate_Oxidase_Genes
OsAAO4	Os09g0365900	LOC_Os09g20090	Ascorbate_Oxidase_Genes
OsAAO5	Os09g0507300	LOC_Os09g32952	Ascorbate_Oxidase_Genes
OsABCA1	Os02g0211000	LOC_Os02g11960	ABC
OsABCA2	Os06g0589300	LOC_Os06g38950	ABC
OsABCA3	Os08g0398000	LOC_Os08g30740	ABC
OsABCA4	Os08g0398300	LOC_Os08g30770	ABC
OsABCA5	Os08g0398350	LOC_Os08g30780	ABC
OsABCA6	Os09g0360900	LOC_Os09g19680	ABC
OsABCB1	Os01g0290700	LOC_Os01g18670	ABC
OsABCB10	Os02g0323000	LOC_Os02g21750	ABC
OsABCB11	Os02g0693700	LOC_Os02g46680	ABC
OsABCB12	Os03g0181700	LOC_Os03g08380	ABC
OsABCB13	Os03g0280000	LOC_Os03g17180	ABC
OsABCB14	Os04g0459000	LOC_Os04g38570	ABC
OsABCB15	Os04g0481700	LOC_Os04g40570	ABC
OsABCB16	Os04g0642000	LOC_Os04g54930	ABC
OsABCB17	Os05g0137200	LOC_Os05g04610	ABC
OsABCB18	Os05g0548300	LOC_Os05g47490	ABC
OsABCB19	Os05g0548500	LOC_Os05g47500	ABC
OsABCB2	Os01g0533900	LOC_Os01g34970	ABC
OsABCB20	Os08g0153000	LOC_Os08g05690	ABC
OsABCB21	Os08g0153200	LOC_Os08g05710	ABC
OsABCB22	Os08g0564300	LOC_Os08g45030	ABC
OsABCB23	Os06g0128300	LOC_Os06g03770	ABC
OsABCB24	Os01g0911300	LOC_Os01g68330	ABC
OsABCB25	Os03g0755100	LOC_Os03g54790	ABC
OsABCB26	Os07g0464600	LOC_Os07g28090	ABC
OsABCB27	Os04g0413000	LOC_Os04g33700	ABC
OsABCB3	Os01g0534700	LOC_Os01g35030	ABC
OsABCB4	Os01g0695700	LOC_Os01g50080	ABC
OsABCB5	Os01g0695800	LOC_Os01g50100	ABC
OsABCB6	Os01g0696600	LOC_Os01g50160	ABC
OsABCB7	Os01g0723800	LOC_Os01g52550	ABC
OsABCB8	Os01g0976100	LOC_Os01g74470	ABC
OsABCB9	Os02g0190300	LOC_Os02g09720	ABC
OsABCC1	Os04g0620000	LOC_Os04g52900	ABC
OsABCC10	Os04g0209300	LOC_Os04g13220	ABC
OsABCC11	Os06g0561800	LOC_Os06g36650	ABC
OsABCC12	Os06g0184700	LOC_Os06g08560	ABC
OsABCC13	Os03g0142800	LOC_Os03g04920	ABC
OsABCC14	Os05g0196100	LOC_Os05g10730	ABC
OsABCC15	Os06g0158900	LOC_Os06g06440	ABC
OsABCC16	Os11g0155600	LOC_Os11g05700	ABC
OsABCC17	Os12g0562700	LOC_Os12g37580	ABC
OsABCC2	Os01g0902100	LOC_Os01g67580	ABC
OsABCC3	Os01g0173900	LOC_Os01g07870	ABC
OsABCC4	Os02g0288733	LOC_Os02g18700	ABC
OsABCC5	Os02g0288400	LOC_Os02g18670	ABC
OsABCC6	Os04g0588600	LOC_Os04g49890	ABC
OsABCC7	Os04g0588700	LOC_Os04g49900	ABC
OsABCC8	Os01g0356000	LOC_Os01g25386	ABC
OsABCC9	Os04g0209200	LOC_Os04g13210	ABC
OsABCD1	Os01g0218700	LOC_Os01g11946	ABC
OsABCD2	Os01g0966100	LOC_Os01g73530	ABC
OsABCD3	Os05g0107600	LOC_Os05g01700	ABC
OsABCE1	Os02g0282900	LOC_Os02g18180	ABC
OsABCE2	Os11g0546000	LOC_Os11g34350	ABC
OsABCF1	Os02g0826500	LOC_Os02g58020	ABC
OsABCF2	Os03g0441500	LOC_Os03g32630	ABC
OsABCF3	Os04g0658400	LOC_Os04g56330	ABC
OsABCF4	Os08g0564100	LOC_Os08g45010	ABC
OsABCF5	Os09g0572400	LOC_Os09g39910	ABC
OsABCF6	Os11g0603200	LOC_Os11g39020	ABC
OsABCG1	Os01g0121600|Os01g0121700	LOC_Os01g03144	ABC
OsABCG1	Os01g0121600|Os01g0121700	LOC_Os01g03144	ABCG
OsABCG10	Os05g0120000	LOC_Os05g02870	ABC
OsABCG10	Os05g0120000	LOC_Os05g02870	ABCG
OsABCG11	Os05g0120200	LOC_Os05g02890	ABC
OsABCG11	Os05g0120200	LOC_Os05g02890	ABCG
OsABCG12	Os05g0222200	LOC_Os05g13520	ABC
OsABCG12	Os05g0222200	LOC_Os05g13520	ABCG
OsABCG13	Os05g0384600	LOC_Os05g31910	ABC
OsABCG13	Os05g0384600	LOC_Os05g31910	ABCG
OsABCG14	Os06g0503100	LOC_Os06g30730	ABC
OsABCG14	Os06g0503100	LOC_Os06g30730	ABCG
OsABCG15	Os06g0607700	LOC_Os06g40550	ABC
OsABCG16	Os06g0731200	LOC_Os06g51460	ABC
OsABCG16	Os06g0731200	LOC_Os06g51460	ABCG
OsABCG17	Os07g0288700	LOC_Os07g18874	ABC
OsABCG17	Os07g0288700	LOC_Os07g18874	ABCG
OsABCG18	Os08g0167000	LOC_Os08g07010	ABC
OsABCG18	Os08g0167000	LOC_Os08g07010	ABCG
OsABCG19	Os09g0125900	LOC_Os09g03939	ABC
OsABCG19	Os09g0125900	LOC_Os09g03939	ABCG
OsABCG2	Os01g0615500	LOC_Os01g42900	ABC
OsABCG2	Os01g0615500	LOC_Os01g42900	ABCG
OsABCG20	Os09g0250800	LOC_Os09g07670	ABC
OsABCG20	Os09g0250800	LOC_Os09g07670	ABCG
OsABCG21	Os09g0401100	LOC_Os09g23640	ABC
OsABCG22	Os09g0472100	LOC_Os09g29660	ABC
OsABCG22	None	LOC_Os09g29660	ABCG
OsABCG23	Os09g0472200	LOC_Os09g29670	ABC
OsABCG23	Os09g0472200	LOC_Os09g29670	ABCG
OsABCG24	None	LOC_Os10g08014	ABC
OsABCG24	Os10g0163290	LOC_Os10g08014	ABCG
OsABCG25	Os10g0442900	LOC_Os10g30610	ABC
OsABCG25	Os10g0442900	LOC_Os10g30610	ABCG
OsABCG26	Os10g0494300	LOC_Os10g35180	ABC
OsABCG26	Os10g0494300	LOC_Os10g35180	ABCG
OsABCG27	Os11g0177400	LOC_Os11g07600	ABC
OsABCG27	Os11g0177400	LOC_Os11g07600	ABCG
OsABCG28	Os11g0416900	LOC_Os11g22350	ABC
OsABCG28	Os11g0416900	LOC_Os11g22350	ABCG
OsABCG29	Os12g0409700	LOC_Os12g22110	ABC
OsABCG29	Os12g0409700	LOC_Os12g22110	ABCG
OsABCG3	Os01g0836600	LOC_Os01g61940	ABC
OsABCG3	Os01g0836600	LOC_Os01g61940	ABCG
OsABCG30	Os12g0411700	LOC_Os12g22284	ABC
OsABCG30	Os12g0411700	LOC_Os12g22284	ABCG
OsABCG31	Os01g0177900	LOC_Os01g08260	ABC
